,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,40,31.05,34.0,13.9225,49.25,17.75,2.8125,3.725,0.0,10.5
1,41,25.875,8.625,10.9175,48.5,14.25,3.625,5.125,0.0,13.5
