,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,36,29.5,16.6075,9.4475,39.25,19.0,5.625,6.375,0.0,12.5
1,37,27.5,12.75,9.7525,41.5,19.75,6.5,7.375,0.0,15.25
