,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,41,0.0,21.675,11.3975,44.925,7.75,3.5,4.535,0.0,7.25
1,42,18.9,10.325,8.04,48.4,10.0,4.235,5.83,0.0,9.75
