,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,46,17.5,0.0,11.75,0.0,12.75,0.0,0.0,0.0,19.0
1,47,16.0,27.75,11.95,0.0,12.5,7.7,8.825,0.0,17.25
