,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,19,21.0,12.5166666666667,6.84333333333333,38.25,13.1666666666667,22.1925925925926,22.5783333333333,0.0,24.6666666666667
1,20,25.5333333333333,17.15,8.03666666666667,38.7833333333333,14.8333333333333,23.1277777777778,23.3416666666667,0.0,22.0
2,15,23.9666666666667,17.8833333333333,9.63333333333333,39.3083333333333,13.6666666666667,19.031746031746,19.4283333333333,0.0,23.5
3,16,24.4333333333333,12.55,7.44833333333333,38.1,14.5,19.802380952381,20.1666666666667,0.0,24.8333333333333
4,17,26.2666666666667,13.2,7.71666666666667,38.3833333333333,13.8333333333333,20.7526455026455,21.1016666666667,0.0,24.1666666666667
5,9,22.8333333333333,23.8833333333333,10.9233333333333,42.6166666666667,11.5,14.3849206349206,14.7466666666667,0.0,21.0
6,10,22.3333333333333,20.5333333333333,10.23,40.0333333333333,12.8333333333333,15.184126984127,15.5633333333333,0.0,21.6666666666667
7,11,23.6166666666667,28.5833333333333,10.3216666666667,40.55,12.0,15.7797619047619,16.1466666666667,0.0,23.3333333333333
8,6,18.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
9,7,18.275,32.95,11.875,47.75,10.8333333333333,12.6845238095238,12.97,0.0,19.5
10,8,21.6,22.25,11.6266666666667,44.95,11.1666666666667,13.5992063492063,14.055,0.0,19.8333333333333
11,3,20.65,27.9,11.1883333333333,45.55,8.33333333333333,10.4444444444444,10.7983333333333,0.0,17.3333333333333
12,4,17.0833333333333,28.1666666666667,10.6466666666667,46.5333333333333,8.5,11.027380952381,11.3383333333333,0.0,18.8333333333333
13,5,19.2,26.4833333333333,10.135,47.1666666666667,10.5,11.6121031746032,11.94,0.0,19.1666666666667
14,52,21.7,23.5333333333333,10.6166666666667,42.9666666666667,9.5,8.83472222222222,9.31916666666667,0.0,23.6666666666667
