,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,42,14.3,11.7,8.1,44.2,15.6,6.1,6.7,0.0,14.7
1,43,18.1,9.5,9.2,47.1,13.6,6.8,7.3,0.0,16.8
