,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,42,15.15,12.575,6.675,39.35,12.0,3.0,3.58333333333333,0.0,7.75
1,43,14.0,0.0,8.32,41.475,14.25,3.66666666666667,4.15625,0.0,9.75
