,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,42,25.775,30.2375,12.52125,51.975,13.125,4.10375,5.15625,0.0,15.375
1,43,21.89875,24.4625,11.6175,48.5,12.875,5.165,5.85125,0.0,18.25
