,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,11,18.2,14.925,7.1125,31.7,14.75,15.2275,15.6175,1.0,22.25
1,12,22.1,19.875,7.77,33.3,15.75,15.6,16.1,0.5,21.25
