,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,16,19.3,11.275,8.4025,35.8,12.0,23.45,23.875,3.0,15.25
1,17,10.425,10.425,8.6725,38.25,4.75,24.25,0.0,1.25,17.5
2,12,12.85,20.925,7.2375,38.925,11.5,20.925,21.275,1.75,12.5
