,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,40,22.0,20.25,9.85,37.0,19.5,6.375,7.3,0.0,13.0
1,41,21.0,25.5,10.25,43.25,17.5,7.15,8.075,0.0,15.5
