,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,43,18.75,25.5,10.125,39.75,15.5,6.675,7.125,0.0,15.75
1,44,19.0,25.5,9.25,38.75,16.0,6.95,7.725,0.0,15.75
