,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,43,15.925,14.475,9.0275,38.975,13.0,6.6,6.925,1.0,13.75
1,44,28.075,7.9,7.755,41.4,12.75,7.3325,7.4,2.25,13.25
