,주차,생장길이,화방높이,줄기굵기,잎길이(엽장),잎수,착과군,개화군,수확수,열매수
0,49,21.125,17.2,9.885,54.1,8.75,4.0625,4.775,0.0,10.0
1,50,18.3,13.55,9.8525,55.85,12.0,4.6,5.45416666666667,0.0,11.25
